Country,Year,Population,GDP (Billion USD),Unemployment Rate (%),Internet Users (%),Continent
USA,2022,772552027,5587.7,6.2,57.69,North America
Germany,2009,1025605229,11550.45,11.16,69.06,Europe
Russia,2017,1139806299,8248.35,23.37,93.83,Europe/Asia
France,2012,684046401,24601.25,5.36,81.51,Europe
China,2017,73556414,2004.6,6.82,47.45,Asia
USA,2002,1014597200,7730.34,11.22,85.15,North America
Germany,2022,540626660,9629.78,23.62,49.31,Europe
Russia,2002,344784471,12387.13,4.62,21.58,Europe/Asia
China,2022,572888327,508.52,17.48,40.36,Asia
Russia,2024,1181471072,2150.82,5.04,81.62,Europe/Asia
Brazil,2011,1031026069,6519.46,14.06,95.07,South America
Germany,2019,164824777,13894.65,14.34,97.54,Europe
China,2006,102617488,19217.51,2.98,66.88,Asia
Australia,2024,376068221,17193.73,23.94,52.57,Oceania
UK,2023,159945066,14218.92,20.55,24.42,Europe
UK,2007,1327802808,9991.1,8.97,19.12,Europe
China,2008,922049275,21780.29,5.0,56.15,Asia
Russia,2013,557487742,11548.34,9.95,74.77,Europe/Asia
Germany,2004,747628374,7551.39,22.57,38.83,Europe
UK,2020,808384605,15770.44,5.05,70.05,Europe
Germany,2018,905897706,17333.66,10.03,60.8,Europe
UK,2020,176490550,10021.91,13.37,93.73,Europe
Brazil,2015,968814676,800.77,2.76,28.65,South America
Russia,2023,1246270314,2443.87,8.16,62.6,Europe/Asia
Brazil,2011,802801350,21155.41,15.7,46.83,South America
UK,2020,991248022,1508.04,9.45,33.28,Europe
Australia,2003,969747038,14841.29,22.02,41.8,Oceania
Australia,2007,813646468,4674.36,23.55,36.21,Oceania
Brazil,2006,1329352901,5800.26,12.16,56.96,South America
Australia,2014,503086514,6906.02,14.24,59.67,Oceania
UK,2005,1200924026,1053.46,16.51,87.03,Europe
China,2004,604897327,4513.16,17.28,79.54,Asia
Brazil,2013,287751643,16297.45,3.45,36.92,South America
India,2020,306702033,12518.06,3.23,92.89,Asia
Russia,2012,987964951,19953.49,21.91,87.28,Europe/Asia
Australia,2009,248840076,1624.93,7.06,65.7,Oceania
Australia,2017,163755040,22233.57,15.43,11.66,Oceania
USA,2003,1247818185,24910.32,16.37,28.61,North America
France,2007,509046598,491.93,5.78,80.25,Europe
Brazil,2023,563800607,24194.24,19.52,50.38,South America
Canada,2010,739682284,5972.98,21.92,21.21,North America
Australia,2016,755989783,17344.32,8.56,46.34,Oceania
Russia,2017,1095324851,7382.84,22.19,28.86,Europe/Asia
India,2020,422007477,13093.14,3.86,89.44,Asia
Australia,2024,547540938,12809.42,20.41,89.14,Oceania
India,2010,6327826,9091.53,16.72,44.45,Asia
UK,2015,265854358,17966.91,15.41,22.23,Europe
UK,2011,1028256481,15030.95,7.29,41.94,Europe
France,2012,387948199,12756.1,10.32,21.46,Europe
China,2015,1261940711,24572.7,22.94,37.06,Asia
Canada,2022,1088496753,23506.23,12.71,78.64,North America
USA,2020,73711026,23890.35,15.67,35.98,North America
France,2000,941883967,22044.97,23.52,58.43,Europe
Germany,2015,95898331,6453.37,12.73,20.58,Europe
USA,2014,1395214008,8814.4,10.93,40.94,North America
Brazil,2005,6668795,5853.26,22.54,13.53,South America
Russia,2011,1359645899,24655.8,22.95,58.79,Europe/Asia
Germany,2007,1323608143,3901.28,10.16,40.94,Europe
Germany,2006,1264926068,9226.14,15.62,87.61,Europe
France,2001,1197699573,5056.21,24.17,44.94,Europe
China,2011,1391428720,5664.0,3.28,59.64,Asia
France,2020,909266557,6252.49,2.92,96.92,Europe
Brazil,2013,567299987,16027.8,13.88,67.2,South America
Australia,2015,34001783,1993.63,8.7,54.54,Oceania
Australia,2010,827525017,14355.99,15.38,18.73,Oceania
China,2019,560142775,20500.23,18.66,83.07,Asia
Brazil,2008,1276140680,19186.44,3.59,67.17,South America
China,2009,1305617540,3864.18,22.29,19.66,Asia
India,2016,82998337,22876.82,8.37,31.86,Asia
Australia,2011,730229620,19275.25,10.77,57.85,Oceania
Germany,2005,1334166198,232.03,9.75,14.01,Europe
Canada,2018,1155844166,18460.6,21.32,73.93,North America
Russia,2010,866862604,18461.8,5.93,30.27,Europe/Asia
Brazil,2008,902088147,12470.72,2.66,53.58,South America
USA,2020,55748573,1244.96,24.35,31.51,North America
China,2005,1118574649,14539.66,24.55,53.54,Asia
Russia,2024,1019443970,19167.09,7.93,26.88,Europe/Asia
USA,2024,751918842,6844.76,2.22,62.86,North America
Russia,2023,277608449,16710.0,16.86,91.03,Europe/Asia
Canada,2024,963812599,8912.76,16.91,81.85,North America
USA,2015,712059278,14388.99,23.63,31.5,North America
France,2019,633736623,9675.69,8.86,54.33,Europe
UK,2015,990452339,7663.66,6.36,47.66,Europe
France,2005,1059156806,21412.27,16.18,95.93,Europe
Australia,2004,342044591,18870.57,14.96,81.1,Oceania
UK,2020,1281633825,8701.68,18.51,19.56,Europe
France,2003,788283168,10922.33,22.36,25.0,Europe
UK,2001,1231993717,17323.42,14.87,72.48,Europe
UK,2005,1356266063,20295.86,5.45,24.23,Europe
Germany,2008,926503682,17140.1,15.76,94.59,Europe
China,2016,404101434,13569.2,10.6,98.37,Asia
China,2013,403421178,23864.21,12.41,79.28,Asia
Germany,2006,289609327,19376.18,24.07,12.39,Europe
Russia,2021,922449592,2978.24,14.76,52.96,Europe/Asia
India,2018,988301362,13997.66,5.44,46.14,Asia
Russia,2000,873473407,10297.96,12.19,81.16,Europe/Asia
USA,2019,1071629425,19893.9,7.25,35.54,North America
USA,2024,843412072,1212.11,5.12,44.37,North America
UK,2014,10367922,10327.02,18.38,18.32,Europe
France,2017,627055684,8025.08,16.46,40.49,Europe
France,2002,18343120,3615.53,13.45,96.67,Europe
China,2017,901132708,9532.22,11.73,93.85,Asia
Brazil,2001,788923533,16852.73,9.41,76.77,South America
Russia,2009,378672488,9105.78,4.02,90.75,Europe/Asia
Australia,2010,915568400,14542.16,8.88,28.79,Oceania
Canada,2023,1223179490,14861.01,21.28,65.34,North America
France,2002,325163861,14719.07,20.02,54.5,Europe
Canada,2006,1367128364,13285.34,24.36,47.62,North America
UK,2007,530288879,3013.01,17.09,38.91,Europe
Canada,2018,650013300,5539.55,14.73,87.1,North America
Australia,2017,817949084,20021.67,8.81,53.12,Oceania
Germany,2012,1245328969,12608.9,3.77,74.44,Europe
Australia,2012,997294289,17681.3,16.21,72.83,Oceania
Canada,2023,1000749346,14290.74,13.23,22.11,North America
Australia,2018,184984875,1063.39,19.46,14.36,Oceania
India,2022,756016433,19925.72,11.47,84.76,Asia
UK,2011,1036425584,1701.67,24.67,53.64,Europe
Russia,2016,1358645981,23585.03,11.15,82.1,Europe/Asia
Germany,2021,533992018,5462.89,9.66,36.44,Europe
France,2011,1132032630,12858.91,22.03,86.7,Europe
USA,2012,96090390,1683.34,11.1,83.94,North America
Russia,2024,835224071,22383.82,22.03,43.97,Europe/Asia
USA,2011,114922768,24500.51,2.63,46.64,North America
UK,2018,1076178777,3742.68,17.93,41.23,Europe
Germany,2013,492009563,7465.08,3.65,13.1,Europe
China,2006,1024884282,495.27,5.41,71.2,Asia
France,2012,1178746848,19695.44,18.1,34.27,Europe
India,2005,857161063,7855.46,8.66,88.68,Asia
China,2023,460684562,14762.05,6.84,89.87,Asia
UK,2018,1385659228,1076.54,20.44,74.31,Europe
Russia,2018,98439251,17914.96,23.76,26.16,Europe/Asia
India,2003,62378377,13282.16,7.34,17.95,Asia
Australia,2018,800865853,18152.01,9.3,82.66,Oceania
Canada,2008,999720907,19760.15,18.42,89.48,North America
India,2015,147868343,2322.15,20.75,41.33,Asia
UK,2003,414861984,14494.49,24.98,41.41,Europe
Brazil,2005,1370376887,16283.61,8.29,44.73,South America
Canada,2007,861136600,12966.3,14.8,83.66,North America
USA,2023,1210230580,4641.99,5.08,72.93,North America
France,2015,341252419,19910.37,9.61,20.86,Europe
USA,2004,317501507,24936.71,3.03,66.49,North America
India,2020,368325017,24234.83,6.85,10.87,Asia
USA,2021,324600543,19460.49,13.65,73.22,North America
UK,2009,1198579339,10510.88,5.77,78.05,Europe
Australia,2022,875466995,8498.78,22.46,82.53,Oceania
Russia,2012,1207617119,1806.79,18.34,65.68,Europe/Asia
France,2013,793132360,10465.53,2.64,26.07,Europe
USA,2006,278332301,3985.61,22.16,80.64,North America
USA,2019,319070199,6432.93,24.48,90.08,North America
India,2005,399828411,22307.98,13.54,66.41,Asia
Russia,2006,1249753632,24216.29,9.24,34.49,Europe/Asia
China,2004,325175186,23719.12,8.06,25.96,Asia
USA,2020,809190877,4914.56,4.01,30.6,North America
UK,2017,295638991,22532.27,13.31,11.5,Europe
Brazil,2022,161562377,3623.48,3.15,10.91,South America
France,2011,688745553,12740.74,13.59,36.44,Europe
USA,2005,371315148,16127.22,7.81,92.14,North America
UK,2000,34201244,11615.43,12.96,65.3,Europe
UK,2003,590343547,23800.75,11.62,44.36,Europe
France,2018,298009211,8397.0,9.02,10.97,Europe
China,2011,690408476,13231.7,12.32,98.08,Asia
UK,2014,331328675,1978.7,12.9,50.57,Europe
Brazil,2002,817410624,21320.39,21.17,98.24,South America
UK,2022,881870954,10392.75,17.31,74.09,Europe
UK,2019,652866422,17543.25,11.96,14.56,Europe
UK,2007,926497511,17087.92,22.82,86.45,Europe
Australia,2010,126679807,16938.95,19.38,57.21,Oceania
Australia,2015,1327832673,12722.76,3.74,50.29,Oceania
China,2008,1254829665,7010.22,5.54,77.45,Asia
USA,2002,195018720,15664.85,3.88,78.96,North America
UK,2004,29148419,24048.61,9.33,80.88,Europe
Russia,2019,1192141349,20865.34,12.02,77.69,Europe/Asia
USA,2013,141252317,2808.33,13.6,67.07,North America
China,2014,220023092,677.37,21.58,70.13,Asia
Germany,2005,298711091,12524.39,2.41,86.41,Europe
USA,2003,493685677,19418.15,11.85,71.46,North America
USA,2007,1107244947,7916.17,11.45,19.02,North America
Canada,2018,189542286,17560.83,23.79,67.45,North America
India,2004,1250435206,23304.84,7.54,25.13,Asia
Canada,2012,1029864326,11528.71,4.82,11.27,North America
Brazil,2015,451984732,6179.58,5.27,29.06,South America
Australia,2000,1211494419,22952.17,13.96,23.74,Oceania
Australia,2012,509198030,11859.37,10.99,19.09,Oceania
India,2021,1058366624,10255.2,19.35,29.13,Asia
France,2010,1206911860,8898.7,9.43,60.16,Europe
France,2020,730151888,10633.12,4.94,23.48,Europe
China,2007,1391350547,16874.08,10.9,34.87,Asia
India,2024,1014844284,10899.62,22.31,85.61,Asia
USA,2007,40338168,8173.17,11.33,89.04,North America
France,2023,56743692,18616.58,21.17,39.64,Europe
UK,2013,747526059,5153.99,10.55,90.01,Europe
Russia,2012,1026045719,5128.15,8.47,62.13,Europe/Asia
USA,2002,382747445,17441.24,19.82,30.15,North America
Brazil,2003,328622647,21680.99,6.81,77.13,South America
UK,2019,283097030,6106.15,7.33,92.07,Europe
UK,2014,151782471,4859.01,3.15,68.67,Europe
India,2014,1070776854,16790.62,6.32,27.92,Asia
China,2020,50428045,15557.98,10.71,17.64,Asia
Brazil,2012,309547395,11236.58,11.19,30.42,South America
France,2008,1142080340,2486.93,11.67,40.13,Europe
India,2024,79671804,2385.46,13.03,39.7,Asia
France,2009,1077508873,19455.81,15.15,54.37,Europe
India,2011,985343133,11349.05,6.36,54.96,Asia
India,2013,549000221,21463.38,16.12,51.96,Asia
India,2000,1074123835,14410.87,9.74,40.6,Asia
China,2013,153941642,15506.58,18.88,19.51,Asia
India,2013,546689557,23361.44,14.82,47.23,Asia
Germany,2007,353017052,4198.94,14.75,97.73,Europe
Russia,2015,11873496,13621.3,17.77,68.19,Europe/Asia
France,2013,264176333,1547.65,9.66,49.14,Europe
USA,2000,308737036,9037.23,11.87,17.43,North America
Canada,2015,653638914,3787.65,15.41,28.98,North America
Brazil,2017,1175042677,4777.12,11.7,61.14,South America
Australia,2006,806660468,23376.39,12.22,54.31,Oceania
China,2014,1121260763,15305.99,8.27,11.71,Asia
USA,2023,1036561475,22314.74,8.61,17.67,North America
UK,2016,956163958,11143.65,18.08,41.68,Europe
Germany,2018,864646990,14981.32,2.1,22.53,Europe
Australia,2022,535394304,899.15,4.19,95.25,Oceania
Canada,2012,966643407,11790.61,23.82,13.04,North America
USA,2008,591781813,14145.01,6.3,96.69,North America
Australia,2023,212265104,517.77,11.62,68.43,Oceania
USA,2023,50633476,19758.28,21.54,46.24,North America
Germany,2014,555307140,7456.03,2.0,58.01,Europe
Canada,2024,1292204300,11366.93,23.28,46.5,North America
UK,2002,307452643,13437.19,3.23,61.02,Europe
India,2023,166050973,24805.71,5.93,23.53,Asia
France,2000,645146424,2569.69,2.67,20.68,Europe
UK,2015,1220394390,13926.46,13.95,57.04,Europe
India,2007,746133076,13311.79,23.69,16.35,Asia
China,2022,393313428,1815.85,21.3,36.03,Asia
Russia,2012,927163479,15885.07,16.71,92.49,Europe/Asia
Brazil,2007,570865054,7242.68,6.27,87.98,South America
Brazil,2016,1339134373,2683.82,22.0,83.99,South America
France,2021,466183741,4548.18,19.36,55.14,Europe
Canada,2022,748100619,20607.72,8.14,12.48,North America
Germany,2013,1039606769,2692.71,20.52,20.8,Europe
Canada,2020,14763963,11726.49,22.17,91.83,North America
Germany,2020,157556939,4962.3,18.06,84.44,Europe
Canada,2006,1155207159,4141.76,4.31,43.51,North America
Russia,2014,446739995,5222.22,24.64,74.88,Europe/Asia
China,2015,461987815,12370.3,3.75,86.05,Asia
China,2018,681276676,6020.93,17.05,65.21,Asia
India,2005,1186911748,2508.65,4.54,85.96,Asia
Australia,2022,10227525,20054.88,22.82,31.78,Oceania
China,2000,737572576,13541.55,10.05,51.13,Asia
China,2011,442714836,4005.66,13.76,61.53,Asia
UK,2017,1076456851,11838.6,6.11,66.17,Europe
UK,2015,1098842320,1802.23,14.57,97.84,Europe
India,2011,896476956,14552.7,23.59,85.29,Asia
Australia,2019,984177095,8573.59,22.74,14.92,Oceania
France,2012,700420735,2677.86,3.47,25.05,Europe
UK,2007,182890777,4672.73,10.7,68.49,Europe
France,2021,253618081,8708.0,8.15,31.41,Europe
USA,2000,593616921,20179.55,13.07,24.15,North America
UK,2020,192435660,4426.52,21.18,69.33,Europe
Russia,2006,882472996,2830.64,18.99,57.74,Europe/Asia
Australia,2014,839933413,12946.88,9.91,81.66,Oceania
India,2021,626570968,14011.55,10.8,38.42,Asia
USA,2012,1036546862,2347.01,17.05,39.34,North America
Australia,2012,1113818326,7183.66,6.47,23.39,Oceania
Russia,2008,144483573,6642.82,4.36,68.05,Europe/Asia
Australia,2023,47425245,4736.92,7.58,73.09,Oceania
Russia,2014,198802947,7959.39,4.85,22.32,Europe/Asia
Russia,2003,1121134624,1024.0,10.1,32.62,Europe/Asia
France,2012,731579272,16323.59,23.56,23.73,Europe
Canada,2011,1260906463,24713.33,4.77,76.54,North America
USA,2004,1358429962,15887.76,20.82,28.61,North America
Australia,2006,1156445988,9090.8,14.3,23.55,Oceania
Germany,2007,721506630,16730.97,16.56,16.22,Europe
USA,2004,260665991,14330.75,5.91,83.99,North America
Canada,2008,359156760,21184.27,5.48,21.03,North America
USA,2013,344525735,15584.68,5.74,12.64,North America
China,2011,211344475,15888.5,17.34,15.72,Asia
Germany,2003,1020921194,5619.44,19.2,42.65,Europe
Canada,2019,851745952,10449.12,23.17,63.1,North America
France,2007,202291776,8675.96,11.16,45.44,Europe
Australia,2016,1110414565,384.49,12.63,50.53,Oceania
Brazil,2007,649039642,7900.69,12.8,91.82,South America
Canada,2020,284672165,12202.95,8.21,77.54,North America
India,2000,764638050,15036.23,9.55,40.35,Asia
Australia,2019,191707145,23370.77,21.48,23.73,Oceania
Canada,2001,221072139,6053.93,9.91,76.68,North America
China,2003,1274181385,3895.48,21.99,61.04,Asia
Brazil,2023,786814069,21749.2,9.02,95.64,South America
China,2020,1079376215,23552.0,9.82,90.85,Asia
Brazil,2000,661034046,12250.06,14.89,60.16,South America
India,2006,1060769324,2968.89,4.37,16.22,Asia
Australia,2000,851288655,12186.17,23.21,12.76,Oceania
France,2008,270151756,2825.14,20.87,84.54,Europe
China,2002,358781859,22091.32,17.42,72.13,Asia
China,2011,798061034,17732.94,24.73,59.85,Asia
Russia,2018,1043778710,6104.31,2.37,71.31,Europe/Asia
Brazil,2014,943007373,22178.6,11.45,58.04,South America
UK,2021,202845663,15983.75,21.74,61.47,Europe
Australia,2015,1108518530,23836.26,11.96,30.1,Oceania
Brazil,2009,1103203738,24513.95,2.12,50.54,South America
Russia,2021,281905426,181.72,5.63,10.99,Europe/Asia
USA,2005,735826709,3093.33,11.98,69.52,North America
Brazil,2016,18032888,13718.37,17.36,39.57,South America
France,2020,873565700,23900.74,5.74,68.41,Europe
Australia,2021,1159081968,24856.42,12.3,92.46,Oceania
Russia,2023,291145824,14228.46,2.29,62.66,Europe/Asia
USA,2016,447753906,4427.66,12.98,39.2,North America
Germany,2020,737295698,4159.95,22.61,28.44,Europe
Russia,2018,1140569349,19120.06,15.73,32.4,Europe/Asia
Germany,2017,268754638,14839.25,12.14,97.87,Europe
Australia,2010,139001015,13764.47,5.73,64.77,Oceania
China,2023,905897559,11697.55,6.66,49.21,Asia
Russia,2006,50476122,18155.85,3.76,30.56,Europe/Asia
India,2009,888716938,21465.55,19.08,78.8,Asia
Germany,2006,581252400,7643.66,3.77,44.48,Europe
France,2004,828863574,5600.85,10.83,36.8,Europe
India,2011,810157672,16787.96,19.25,29.79,Asia
Canada,2015,851300653,22876.84,18.39,26.52,North America
Canada,2024,1170882862,8769.12,15.28,34.33,North America
USA,2020,779498462,6883.96,15.14,65.82,North America
China,2017,360592384,5730.25,4.08,31.35,Asia
Australia,2002,1174121681,6436.82,6.02,15.39,Oceania
Russia,2019,445946385,3459.84,14.3,41.95,Europe/Asia
UK,2014,430225733,14959.78,10.01,62.05,Europe
France,2004,185633779,7092.57,2.44,15.36,Europe
Germany,2012,1349653760,15412.11,20.36,50.28,Europe
Australia,2018,1307548462,2167.51,17.04,14.65,Oceania
India,2011,1166718569,2974.87,9.49,78.37,Asia
Canada,2022,664114461,13449.93,4.26,87.6,North America
France,2020,627355907,12837.12,15.6,95.78,Europe
UK,2004,994155081,6860.6,10.02,71.52,Europe
Russia,2005,625667912,20695.56,7.87,66.25,Europe/Asia
USA,2006,762821322,4757.47,18.59,71.77,North America
UK,2009,178252194,9080.46,9.55,86.06,Europe
France,2015,979203354,13932.24,5.13,81.83,Europe
UK,2007,786728585,21693.56,13.08,49.03,Europe
France,2008,469502118,10521.92,21.05,67.95,Europe
France,2003,1320904890,10025.16,21.54,24.41,Europe
Brazil,2020,993699493,14530.48,21.53,71.85,South America
Germany,2020,370601456,7985.72,11.68,75.04,Europe
Canada,2007,239223334,17758.41,20.19,81.32,North America
Brazil,2024,149861697,6292.53,21.56,82.77,South America
Russia,2006,1300341622,20597.58,12.57,49.15,Europe/Asia
Brazil,2014,87736522,6881.6,9.33,90.41,South America
China,2020,832135970,24818.26,18.15,97.3,Asia
China,2002,682173264,7979.92,22.8,97.05,Asia
Canada,2016,39280105,21982.77,24.36,62.13,North America
UK,2010,609538940,9994.16,8.68,59.79,Europe
Germany,2008,811166146,6226.77,23.99,50.7,Europe
Canada,2004,932908693,5731.46,13.48,36.68,North America
France,2024,813927266,21269.76,9.04,39.7,Europe
India,2009,355768340,7787.95,24.73,29.2,Asia
Germany,2014,283983128,8530.22,22.19,95.06,Europe
Germany,2013,616511910,5005.13,17.93,65.16,Europe
France,2003,699289798,24036.99,22.58,93.17,Europe
France,2020,1143281642,6194.12,17.67,44.45,Europe
USA,2019,560565667,6261.35,12.13,36.54,North America
Canada,2001,1185815858,23603.06,23.81,21.81,North America
France,2011,170976059,22532.38,24.15,36.72,Europe
China,2000,361732180,6297.88,9.23,89.22,Asia
Russia,2023,225651570,21631.67,10.15,61.82,Europe/Asia
India,2019,1043838178,6320.6,10.8,50.27,Asia
Canada,2004,741288775,2203.16,20.91,60.57,North America
Australia,2005,1048379953,20527.0,20.2,89.45,Oceania
China,2023,137603715,19311.8,24.61,27.16,Asia
UK,2010,602463914,7437.21,12.7,95.94,Europe
France,2007,734234754,2344.46,18.95,69.29,Europe
Australia,2006,1016012543,5240.33,21.7,86.13,Oceania
France,2003,648807489,19299.31,7.09,56.76,Europe
Germany,2005,56222713,24122.22,16.27,31.06,Europe
China,2015,73425472,6549.15,14.6,60.5,Asia
Germany,2019,473357221,20474.64,19.09,16.05,Europe
USA,2014,652162738,5775.52,17.99,85.85,North America
Germany,2013,396482711,17022.05,20.69,67.81,Europe
USA,2022,345335556,2181.98,9.16,35.17,North America
USA,2011,1030693396,14673.86,6.98,34.43,North America
Australia,2011,829980827,6802.83,20.52,90.35,Oceania
France,2015,430574417,23153.56,10.29,84.84,Europe
UK,2014,1297925527,7314.8,8.61,77.92,Europe
Germany,2012,825247289,10021.17,9.75,46.92,Europe
China,2010,1088902879,21032.91,3.53,87.65,Asia
USA,2016,125725420,11013.04,19.78,31.97,North America
France,2020,842227808,6036.47,18.45,12.16,Europe
India,2014,506691593,13733.85,14.71,48.52,Asia
