Country,Year,Population,GDP (Billion USD),Unemployment Rate (%),Internet Users (%),Continent,Rank
China,2001,553124909,13375,11,53,Asia,★★★
Australia,2001,558510653,13509,7,18,Oceania,★★★
USA,2001,559569963,2805,5,21,North America,★
France,2001,562965461,14480,23,27,Europe,★★★
China,2001,564606849,24184,18,40,Asia,★★★★★
Canada,2001,572666783,21789,12,45,North America,★★★★★
France,2001,578754504,16961,10,46,Europe,★★★★
Australia,2001,580451414,2445,15,20,Oceania,★
Germany,2001,582536669,10625,17,59,Europe,★★★
India,2001,583988260,14728,24,33,Asia,★★★
USA,2001,588987052,5440,13,49,North America,★★
Australia,2001,592763397,16395,24,46,Oceania,★★★★
China,2001,596165385,2900,3,55,Asia,★
Canada,2001,600631828,13008,19,35,North America,★★★
UK,2001,605813951,16666,21,76,Europe,★★★★
China,2001,613152195,23655,24,20,Asia,★★★★★
Russia,2001,618987288,19626,9,80,Europe/Asia,★★★★
Russia,2001,620680684,1839,12,16,Europe/Asia,★
Germany,2001,623956124,20976,23,63,Europe,★★★★★
UK,2001,624125424,6932,8,70,Europe,★★
China,2001,629185982,19421,10,93,Asia,★★★★
Russia,2001,630077515,2602,15,25,Europe/Asia,★
Australia,2001,632789749,20705,9,19,Oceania,★★★★★
Canada,2001,634259075,13924,7,34,North America,★★★
Canada,2001,634589240,4739,15,29,North America,★
China,2001,634742952,7379,20,56,Asia,★★
France,2001,637161661,7760,16,38,Europe,★★
Germany,2001,639839912,18768,5,75,Europe,★★★★
Germany,2001,640202276,12561,23,49,Europe,★★★
USA,2001,640298707,284,14,45,North America,★
China,2001,644887017,8205,6,89,Asia,★★
Brazil,2001,653674049,17439,8,57,South America,★★★★
Russia,2001,654311144,2925,2,57,Europe/Asia,★
Australia,2001,663095194,17266,21,10,Oceania,★★★★
USA,2001,663231779,720,9,91,North America,★
UK,2001,664668064,24275,7,15,Europe,★★★★★
Germany,2001,666067376,23914,3,38,Europe,★★★★★
USA,2001,667814415,14429,16,76,North America,★★★
Canada,2001,668120409,5704,20,14,North America,★★
Brazil,2001,673901668,12977,15,52,South America,★★★
China,2001,686005061,16782,4,89,Asia,★★★★
France,2001,690241234,20921,22,16,Europe,★★★★★
Australia,2001,694814390,24743,15,51,Oceania,★★★★★
Australia,2001,696678539,19846,15,44,Oceania,★★★★
India,2001,704559061,1750,10,33,Asia,★
India,2001,704574307,1213,6,90,Asia,★
China,2001,705712817,24979,6,38,Asia,★★★★★
Russia,2001,711566458,21367,18,64,Europe/Asia,★★★★★
Germany,2001,714889304,13691,23,39,Europe,★★★
China,2001,725402446,2392,14,10,Asia,★
Australia,2001,731780312,14952,3,95,Oceania,★★★
Australia,2001,733883521,852,24,39,Oceania,★
France,2001,736653328,5669,3,70,Europe,★★
UK,2001,740909142,24988,6,22,Europe,★★★★★
Russia,2001,750028161,6439,16,58,Europe/Asia,★★
UK,2001,753781512,15712,3,77,Europe,★★★★
UK,2001,755315491,9902,21,77,Europe,★★
Germany,2001,755668208,7807,16,82,Europe,★★
Germany,2001,764659089,13542,3,54,Europe,★★★
France,2001,766073669,4881,3,98,Europe,★
Germany,2001,767779852,7711,2,10,Europe,★★
USA,2001,774189950,4932,21,69,North America,★
Brazil,2001,774357805,7053,17,20,South America,★★
France,2001,775879284,24020,19,72,Europe,★★★★★
India,2001,777809503,23464,17,50,Asia,★★★★★
Russia,2001,779297964,21543,20,35,Europe/Asia,★★★★★
USA,2001,781151771,8222,24,71,North America,★★
UK,2001,785248733,4448,20,53,Europe,★
Brazil,2001,788923533,16852,9,76,South America,★★★★
Australia,2001,789008773,19197,8,93,Oceania,★★★★
Australia,2001,793002294,2444,14,78,Oceania,★
France,2001,793369404,9013,13,13,Europe,★★
Brazil,2001,794257386,23061,21,55,South America,★★★★★
India,2001,815235052,7207,24,12,Asia,★★
Russia,2001,815278267,4685,23,65,Europe/Asia,★
France,2001,817991694,23697,21,67,Europe,★★★★★
Germany,2001,820043942,22494,9,38,Europe,★★★★★
Brazil,2001,820148599,4378,17,33,South America,★
Australia,2001,826086408,13045,5,73,Oceania,★★★
USA,2001,827862240,15457,15,70,North America,★★★★
China,2001,833382892,14056,2,36,Asia,★★★
Russia,2001,836499897,10190,12,21,Europe/Asia,★★★
Brazil,2001,841443854,11908,17,92,South America,★★★
Canada,2001,848346825,8726,9,45,North America,★★
China,2001,856486111,5134,13,42,Asia,★★
China,2001,857404048,15525,23,77,Asia,★★★★
Russia,2001,858481697,15962,17,40,Europe/Asia,★★★★
UK,2001,862298437,12958,17,16,Europe,★★★
USA,2001,862675067,24741,19,18,North America,★★★★★
Australia,2001,866195245,3842,6,60,Oceania,★
Canada,2001,887044166,8913,3,78,North America,★★
France,2001,888195657,4540,10,55,Europe,★
Brazil,2001,888653508,4110,20,54,South America,★
USA,2001,889052590,2266,21,64,North America,★
Brazil,2001,889120053,6726,3,17,South America,★★
Canada,2001,889857008,17597,5,29,North America,★★★★
Germany,2001,897816198,17032,20,60,Europe,★★★★
Brazil,2001,906766952,20873,23,72,South America,★★★★★
Germany,2001,907478133,19713,24,92,Europe,★★★★
USA,2001,911045738,8232,8,80,North America,★★
Germany,2001,916416867,19774,2,24,Europe,★★★★
Brazil,2001,916594785,6474,5,46,South America,★★
Germany,2001,920622246,23226,5,54,Europe,★★★★★
Canada,2001,923619361,7522,17,29,North America,★★
Germany,2001,925629708,11208,23,77,Europe,★★★
Australia,2001,929306428,21276,13,95,Oceania,★★★★★
Germany,2001,933667413,2436,11,32,Europe,★
Canada,2001,936405219,16436,18,24,North America,★★★★
Canada,2001,937373752,16406,14,50,North America,★★★★
Russia,2001,940649408,8487,3,84,Europe/Asia,★★
Australia,2001,948797731,9777,18,75,Oceania,★★
Germany,2001,948860784,13170,23,89,Europe,★★★
UK,2001,950180964,6621,13,25,Europe,★★
Germany,2001,951762160,10891,9,76,Europe,★★★
China,2001,952187511,18321,22,12,Asia,★★★★
Russia,2001,952204427,8441,22,49,Europe/Asia,★★
UK,2001,959770471,11602,17,46,Europe,★★★
UK,2001,960023026,16722,17,28,Europe,★★★★
Russia,2001,962095856,332,12,54,Europe/Asia,★
France,2001,974804232,6826,20,84,Europe,★★
Canada,2001,974919248,21780,23,71,North America,★★★★★
Brazil,2001,985439076,7562,4,29,South America,★★
UK,2001,991998855,20214,24,14,Europe,★★★★★
Brazil,2001,1000377410,2995,22,13,South America,★
Brazil,2001,1001438004,19092,23,24,South America,★★★★
UK,2001,1001729498,16261,17,71,Europe,★★★★
France,2001,1002670430,18194,11,47,Europe,★★★★
India,2001,1002819693,23625,8,73,Asia,★★★★★
Russia,2001,1003025684,14430,2,62,Europe/Asia,★★★
Brazil,2001,1006361888,15007,22,64,South America,★★★★
Germany,2001,1006517567,6297,17,42,Europe,★★
China,2001,1006746864,7518,17,63,Asia,★★
China,2001,1014588078,17160,6,13,Asia,★★★★
Australia,2001,1016402885,8458,12,80,Oceania,★★
UK,2001,1017860764,2012,10,91,Europe,★
India,2001,1025563934,21207,23,91,Asia,★★★★★
Russia,2001,1026895362,17328,3,43,Europe/Asia,★★★★
Australia,2001,1032407202,17009,10,13,Oceania,★★★★
India,2001,1042194959,21525,7,23,Asia,★★★★★
France,2001,1044666709,12061,13,30,Europe,★★★
Russia,2001,1044923753,10572,8,54,Europe/Asia,★★★
Russia,2001,1046334105,14833,6,24,Europe/Asia,★★★
USA,2001,1049982433,18501,24,82,North America,★★★★
Canada,2001,1051931332,20929,23,88,North America,★★★★★
USA,2001,1054210058,13971,17,65,North America,★★★
India,2001,1058441422,10832,23,18,Asia,★★★
France,2001,1059536576,8544,23,88,Europe,★★
Australia,2001,1063471063,2591,10,22,Oceania,★
China,2001,1065171877,20850,15,81,Asia,★★★★★
USA,2001,1066167583,7040,7,70,North America,★★
Germany,2001,1066665578,2604,15,46,Europe,★
Germany,2001,1070685712,15405,3,16,Europe,★★★★
China,2001,1072688197,2562,6,82,Asia,★
India,2001,1078920060,10107,2,13,Asia,★★★
Germany,2001,1083748643,19101,15,21,Europe,★★★★
Canada,2001,1107292444,16068,12,83,North America,★★★★
Germany,2001,1135159710,4577,10,30,Europe,★
China,2001,1137088496,23671,4,42,Asia,★★★★★
Brazil,2001,1143801941,23346,15,33,South America,★★★★★
Australia,2001,1144105339,21917,22,12,Oceania,★★★★★
Brazil,2001,1150922599,8991,10,92,South America,★★
USA,2001,1152400890,6062,9,27,North America,★★
Russia,2001,1160810040,4995,12,30,Europe/Asia,★
UK,2001,1161476379,24828,15,30,Europe,★★★★★
India,2001,1163827245,18388,19,38,Asia,★★★★
China,2001,1165343918,8932,6,81,Asia,★★
China,2001,1165887564,20751,9,30,Asia,★★★★★
USA,2001,1166040880,18655,17,88,North America,★★★★
China,2001,1166323630,18232,20,47,Asia,★★★★
Russia,2001,1172694598,24120,8,47,Europe/Asia,★★★★★
China,2001,1175685468,4430,22,40,Asia,★
France,2001,1185417801,14104,17,93,Europe,★★★
Canada,2001,1185815858,23603,23,21,North America,★★★★★
France,2001,1190194844,17063,3,77,Europe,★★★★
Russia,2001,1192370256,24964,13,98,Europe/Asia,★★★★★
Canada,2001,1195772614,10976,5,98,North America,★★★
UK,2001,1197386565,23113,22,78,Europe,★★★★★
France,2001,1197699573,5056,24,44,Europe,★★
India,2001,1198449615,16644,20,85,Asia,★★★★
Russia,2001,1209219270,23868,7,41,Europe/Asia,★★★★★
Russia,2001,1223519128,2089,5,78,Europe/Asia,★
Australia,2001,1228297050,23704,13,92,Oceania,★★★★★
UK,2001,1231993717,17323,14,72,Europe,★★★★
Canada,2001,1234797375,18762,24,36,North America,★★★★
India,2001,1240382729,13220,7,67,Asia,★★★
Russia,2001,1246361526,7083,13,88,Europe/Asia,★★
Russia,2001,1247917500,5666,15,71,Europe/Asia,★★
Australia,2001,1259042147,8777,6,93,Oceania,★★
Russia,2001,1259349143,5009,7,22,Europe/Asia,★★
Germany,2001,1259478661,5527,17,25,Europe,★★
Germany,2001,1260791950,21565,11,79,Europe,★★★★★
USA,2001,1263974363,20148,12,33,North America,★★★★★
Canada,2001,1266639114,5826,18,34,North America,★★
Brazil,2001,1271591615,20364,3,26,South America,★★★★★
Germany,2001,1273058990,11872,10,87,Europe,★★★
Germany,2001,1274848376,16084,9,83,Europe,★★★★
Brazil,2001,1276573609,5535,23,92,South America,★★
Germany,2001,1277370025,12777,3,57,Europe,★★★
France,2001,1280671621,16189,10,14,Europe,★★★★
Germany,2001,1280717419,11046,18,28,Europe,★★★
China,2001,1282419079,20894,6,95,Asia,★★★★★
Russia,2001,1283599370,13993,20,44,Europe/Asia,★★★
Australia,2001,1296723763,5104,2,35,Oceania,★★
Russia,2001,1298393244,22045,12,88,Europe/Asia,★★★★★
France,2001,1299483424,456,22,42,Europe,★
China,2001,1299557594,21462,9,40,Asia,★★★★★
India,2001,1316904481,13801,11,73,Asia,★★★
Canada,2001,1318154662,4689,16,31,North America,★
Russia,2001,1319359528,610,2,60,Europe/Asia,★
Russia,2001,1325521585,11988,9,23,Europe/Asia,★★★
Germany,2001,1328082182,8352,23,61,Europe,★★
Russia,2001,1329720603,8775,23,84,Europe/Asia,★★
UK,2001,1333867995,15645,6,86,Europe,★★★★
UK,2001,1335102148,18284,20,71,Europe,★★★★
France,2001,1340767308,6861,10,24,Europe,★★
China,2001,1349259414,23939,21,39,Asia,★★★★★
UK,2001,1351380771,19941,4,12,Europe,★★★★
China,2001,1351801418,11107,7,79,Asia,★★★
USA,2001,1351856391,21890,3,85,North America,★★★★★
USA,2001,1354197601,18527,17,54,North America,★★★★
France,2001,1362858603,12347,17,53,Europe,★★★
Brazil,2001,1364901845,17919,17,35,South America,★★★★
France,2001,1374883266,24683,20,42,Europe,★★★★★
Australia,2001,1381556020,3634,13,51,Oceania,★
Canada,2001,1382622454,24711,16,97,North America,★★★★★
France,2001,1387175069,23831,6,44,Europe,★★★★★
France,2001,1392307923,14360,13,21,Europe,★★★
France,2001,1395252572,13050,12,89,Europe,★★★
Germany,2001,1398217913,23925,5,97,Europe,★★★★★
Germany,2002,5131029,642,24,32,Europe,★
UK,2002,15508208,8134,11,27,Europe,★★
Australia,2002,17874955,16223,17,34,Oceania,★★★★
France,2002,18343120,3615,13,96,Europe,★
Brazil,2002,19784830,22212,23,24,South America,★★★★★
Russia,2002,24799051,22947,18,76,Europe/Asia,★★★★★
Germany,2002,27128257,14800,21,52,Europe,★★★
UK,2002,28473650,22018,5,75,Europe,★★★★★
UK,2002,40637453,18064,13,66,Europe,★★★★
Germany,2002,42171637,9066,15,55,Europe,★★
Canada,2002,46384376,20338,13,63,North America,★★★★★
USA,2002,48230855,1080,16,66,North America,★
USA,2002,51365045,21242,3,28,North America,★★★★★
France,2002,61101246,20802,12,88,Europe,★★★★★
USA,2002,62019334,5661,18,31,North America,★★
Canada,2002,64327108,6954,24,97,North America,★★
USA,2002,71079097,19207,8,49,North America,★★★★
UK,2002,84406968,7179,11,57,Europe,★★
Brazil,2002,94696102,9735,14,31,South America,★★
Australia,2002,95415002,3388,24,86,Oceania,★
Brazil,2002,99961771,621,21,59,South America,★
USA,2002,100010946,19163,10,66,North America,★★★★
USA,2002,100056485,624,22,50,North America,★
UK,2002,100548774,4833,11,21,Europe,★
France,2002,102363704,17698,14,37,Europe,★★★★
Russia,2002,103009693,13229,13,26,Europe/Asia,★★★
Australia,2002,104061803,9347,13,80,Oceania,★★
India,2002,106415950,10427,8,30,Asia,★★★
Australia,2002,113933766,19541,18,76,Oceania,★★★★
Russia,2002,117435820,17691,14,37,Europe/Asia,★★★★
France,2002,129186734,13988,6,63,Europe,★★★
China,2002,130552706,22759,6,52,Asia,★★★★★
Russia,2002,134277267,2132,5,35,Europe/Asia,★
Canada,2002,134799246,21935,5,62,North America,★★★★★
China,2002,136151840,4945,23,70,Asia,★
UK,2002,138784997,21578,7,52,Europe,★★★★★
Canada,2002,141156559,12108,18,13,North America,★★★
Australia,2002,144914319,11962,14,68,Oceania,★★★
China,2002,146220200,12006,24,58,Asia,★★★
USA,2002,148453273,6743,13,11,North America,★★
Germany,2002,150914906,8394,24,96,Europe,★★
Australia,2002,155311571,2366,4,30,Oceania,★
Russia,2002,159007190,1014,19,18,Europe/Asia,★
Australia,2002,160232569,20957,8,38,Oceania,★★★★★
Germany,2002,160997301,19010,4,53,Europe,★★★★
USA,2002,165399500,21241,20,20,North America,★★★★★
Russia,2002,172415848,24505,11,18,Europe/Asia,★★★★★
India,2002,173433374,22042,2,81,Asia,★★★★★
Germany,2002,174241749,10444,21,25,Europe,★★★
Australia,2002,174949137,15644,20,22,Oceania,★★★★
Brazil,2002,191308612,5884,21,68,South America,★★
USA,2002,195018720,15664,3,78,North America,★★★★
France,2002,201591610,7755,4,85,Europe,★★
Brazil,2002,215090718,6339,23,19,South America,★★
Russia,2002,219833246,8851,15,62,Europe/Asia,★★
Canada,2002,221780515,21392,11,34,North America,★★★★★
Brazil,2002,223822647,9325,6,72,South America,★★
Russia,2002,225178594,21013,9,55,Europe/Asia,★★★★★
Russia,2002,228947239,17527,14,70,Europe/Asia,★★★★
China,2002,229275747,1327,15,91,Asia,★
France,2002,233001328,1808,19,53,Europe,★
Russia,2002,235959366,17324,18,45,Europe/Asia,★★★★
USA,2002,236189786,15733,8,19,North America,★★★★
Russia,2002,239558044,10778,17,84,Europe/Asia,★★★
India,2002,240084275,14245,18,34,Asia,★★★
UK,2002,246584756,19698,7,51,Europe,★★★★
Australia,2002,248573473,8342,22,43,Oceania,★★
Russia,2002,250102324,17662,19,75,Europe/Asia,★★★★
Russia,2002,252674923,21499,18,86,Europe/Asia,★★★★★
